         525236 function calls (513044 primitive calls) in 6.050 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 case.py:309(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.001    0.001 cast.py:1(<module>)
        2    0.000    0.000    0.123    0.062 categorical.py:1(<module>)
        6    0.000    0.000    0.000    0.000 categorical.py:128(_cat_compare_op)
        1    0.000    0.000    0.000    0.000 categorical.py:252(Categorical)
        1    0.000    0.000    0.000    0.000 categorical.py:2589(CategoricalAccessor)
        1    0.000    0.000    0.001    0.001 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:57(CategoricalIndex)
        1    0.000    0.000    0.000    0.000 ccompiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ccompiler.py:15(CCompiler)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chainmap.py:10(DeepChainMap)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.001    0.001 charset.py:5(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1994(Chebyshev)
        1    0.000    0.000    0.052    0.052 check.py:1(<module>)
        1    0.000    0.000    0.009    0.009 cli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.003    0.003 cmd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:12(Command)
        5    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        4    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       62    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        6    0.000    0.000    0.011    0.002 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:1026(_BytesIOWrapper)
       18    0.000    0.000    0.000    0.000 common.py:1747(pandas_dtype)
       52    0.000    0.000    0.000    0.000 common.py:18(unpack_zerodim_and_defer)
       52    0.000    0.000    0.000    0.000 common.py:31(wrapper)
       52    0.000    0.000    0.000    0.000 common.py:37(_unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 common.py:62(SettingWithCopyError)
        1    0.000    0.000    0.000    0.000 common.py:66(SettingWithCopyWarning)
        1    0.000    0.000    0.000    0.000 common.py:68(IOArgs)
        1    0.000    0.000    0.000    0.000 common.py:81(IOHandles)
        1    0.000    0.000    0.000    0.000 common.py:859(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 common.py:928(_MMapWrapper)
        1    0.000    0.000    0.000    0.000 common.py:995(_IOWrapper)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        3    0.000    0.000    0.088    0.029 concat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 concat.py:362(JoinUnit)
        1    0.000    0.000    0.000    0.000 concat.py:363(_Concatenator)
        2    0.000    0.000    0.001    0.000 config.py:1(<module>)
        2    0.000    0.000    0.000    0.000 config.py:109(_get_single_key)
        2    0.000    0.000    0.000    0.000 config.py:127(_get_option)
        1    0.000    0.000    0.000    0.000 config.py:204(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:207(__init__)
        1    0.000    0.000    0.000    0.000 config.py:21(PyPIRCCommand)
        1    0.000    0.000    0.000    0.000 config.py:250(CallableDynamicDoc)
        4    0.000    0.000    0.000    0.000 config.py:251(__init__)
        2    0.000    0.000    0.000    0.000 config.py:255(__call__)
        1    0.000    0.000    0.000    0.000 config.py:413(option_context)
       78    0.000    0.000    0.001    0.000 config.py:445(register_option)
        2    0.000    0.000    0.000    0.000 config.py:520(deprecate_option)
        2    0.000    0.000    0.000    0.000 config.py:571(_select_options)
        2    0.000    0.000    0.000    0.000 config.py:589(_get_root)
        4    0.000    0.000    0.000    0.000 config.py:603(_get_deprecated_option)
        2    0.000    0.000    0.000    0.000 config.py:630(_translate_key)
        2    0.000    0.000    0.000    0.000 config.py:642(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 config.py:70(DeprecatedOption)
       48    0.000    0.000    0.000    0.000 config.py:730(config_prefix)
       72    0.000    0.000    0.000    0.000 config.py:760(wrap)
       78    0.000    0.000    0.001    0.000 config.py:761(inner)
        1    0.000    0.000    0.000    0.000 config.py:77(RegisteredOption)
        4    0.000    0.000    0.000    0.000 config.py:785(is_type_factory)
       28    0.000    0.000    0.000    0.000 config.py:799(inner)
        9    0.000    0.000    0.000    0.000 config.py:806(is_instance_factory)
       11    0.000    0.000    0.000    0.000 config.py:825(inner)
       20    0.000    0.000    0.000    0.000 config.py:832(is_one_of_factory)
       20    0.000    0.000    0.000    0.000 config.py:834(<listcomp>)
       20    0.000    0.000    0.000    0.000 config.py:835(<listcomp>)
       20    0.000    0.000    0.000    0.000 config.py:837(inner)
        8    0.000    0.000    0.000    0.000 config.py:851(is_nonnegative_int)
        1    0.000    0.000    0.000    0.000 config.py:98(OptionError)
        1    0.000    0.000    0.001    0.001 config_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config_init.py:338(is_terminal)
        1    0.000    0.000    0.000    0.000 config_init.py:713(register_plotting_backend_cb)
        1    0.000    0.000    0.003    0.003 configparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:1195(ConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:1227(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:1240(SectionProxy)
        1    0.000    0.000    0.000    0.000 configparser.py:1310(ConverterMapping)
        1    0.000    0.000    0.000    0.000 configparser.py:168(Error)
        1    0.000    0.000    0.000    0.000 configparser.py:181(NoSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:190(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:216(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:243(NoOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:254(InterpolationError)
        1    0.000    0.000    0.000    0.000 configparser.py:264(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:276(InterpolationSyntaxError)
        1    0.000    0.000    0.000    0.000 configparser.py:284(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 configparser.py:297(ParsingError)
        1    0.000    0.000    0.000    0.000 configparser.py:340(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 configparser.py:360(Interpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:376(BasicInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:448(ExtendedInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:522(LegacyInterpolation)
        1    0.000    0.000    0.002    0.002 configparser.py:560(RawConfigParser)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        2    0.000    0.000    0.001    0.000 construction.py:1(<module>)
        2    0.000    0.000    0.000    0.000 context.py:1(<module>)
        2    0.000    0.000    0.000    0.000 context.py:128(__init__)
        2    0.000    0.000    0.000    0.000 context.py:156(raises)
        2    0.000    0.000    0.000    0.000 context.py:183(passes)
        2    0.000    0.000    0.000    0.000 context.py:205(suppress)
        2    0.000    0.000    0.000    0.000 context.py:96(ExceptionTrap)
       24    0.000    0.000    0.000    0.000 contextlib.py:114(__enter__)
       24    0.000    0.000    0.000    0.000 contextlib.py:123(__exit__)
       42    0.000    0.000    0.001    0.000 contextlib.py:234(contextmanager)
       24    0.000    0.000    0.000    0.000 contextlib.py:261(helper)
        2    0.000    0.000    0.000    0.000 contextlib.py:376(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:379(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:382(__exit__)
        4    0.000    0.000    0.000    0.000 contextlib.py:402(_create_cb_wrapper)
        4    0.000    0.000    0.000    0.000 contextlib.py:404(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 contextlib.py:408(__init__)
        4    0.000    0.000    0.000    0.000 contextlib.py:452(callback)
        4    0.000    0.000    0.000    0.000 contextlib.py:470(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 contextlib.py:486(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:489(__exit__)
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        2    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
       24    0.000    0.000    0.000    0.000 contextlib.py:86(__init__)
        1    0.000    0.000    0.001    0.001 contexts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contexts.py:218(RNGContext)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
      942    0.002    0.000    0.003    0.000 copy.py:258(_reconstruct)
      943    0.002    0.000    0.006    0.000 copy.py:66(copy)
       34    0.000    0.000    0.000    0.000 copyreg.py:103(_slotnames)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
      942    0.000    0.000    0.000    0.000 copyreg.py:94(__newobj__)
        2    0.000    0.000    0.017    0.009 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1118(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1139(__init__)
       14    0.000    0.000    0.001    0.000 core.py:114(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:1276(_replace_dtype_fields_recursive)
       50    0.000    0.000    0.000    0.000 core.py:130(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:1308(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1322(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1355(getmask)
        1    0.000    0.000    0.000    0.000 core.py:147(MAError)
        1    0.000    0.000    0.000    0.000 core.py:155(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:189(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:193(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2550(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2595(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2703(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:2814(__new__)
        2    0.000    0.000    0.000    0.000 core.py:2946(_update_from)
        2    0.000    0.000    0.000    0.000 core.py:2972(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:3121(view)
        4    0.000    0.000    0.000    0.000 core.py:3407(dtype)
        2    0.000    0.000    0.000    0.000 core.py:3423(shape)
        1    0.000    0.000    0.000    0.000 core.py:6285(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6480(MaskedConstant)
        4    0.000    0.000    0.000    0.000 core.py:6484(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6490(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6508(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6583(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6675(_extrema_operation)
        2    0.000    0.000    0.000    0.000 core.py:6684(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6790(_frommethod)
       26    0.000    0.000    0.000    0.000 core.py:6801(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6806(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:790(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:799(__init__)
        1    0.000    0.000    0.000    0.000 core.py:8136(_convert2ma)
       14    0.000    0.000    0.000    0.000 core.py:8149(__init__)
        1    0.000    0.000    0.000    0.000 core.py:815(_DomainTan)
       14    0.000    0.000    0.000    0.000 core.py:8154(getdoc)
       14    0.000    0.000    0.000    0.000 core.py:8166(_replace_return_type)
        1    0.000    0.000    0.000    0.000 core.py:823(__init__)
        1    0.000    0.000    0.000    0.000 core.py:83(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:833(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:839(__init__)
        1    0.000    0.000    0.000    0.000 core.py:854(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:860(__init__)
        1    0.000    0.000    0.000    0.000 core.py:870(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:876(__init__)
        1    0.000    0.000    0.000    0.000 core.py:886(_MaskedUFunc)
       52    0.000    0.000    0.000    0.000 core.py:887(__init__)
        1    0.000    0.000    0.000    0.000 core.py:896(_MaskedUnaryOperation)
       26    0.000    0.000    0.000    0.000 core.py:914(__init__)
        1    0.000    0.000    0.000    0.000 core.py:970(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:990(__init__)
        1    0.000    0.000    0.002    0.002 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coroutines.py:18(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 cp1252.py:22(decode)
        1    0.000    0.000    0.000    0.000 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css.py:10(CSSWarning)
        5    0.000    0.000    0.000    0.000 css.py:16(_side_expander)
        1    0.000    0.000    0.000    0.000 css.py:30(CSSResolver)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:2(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
